[2024-11-19 16:17:33,280: INFO: main: Initiate the data ingestion]
[2024-11-21 13:54:42,295: INFO: main: Initiate the data validation]
[2024-11-21 13:54:42,313: INFO: data_validation: Train file path read successfully!!!]
[2024-11-21 13:54:42,318: INFO: data_validation: Test file path read successfully!!!]
[2024-11-21 13:54:42,318: INFO: data_validation: Required number of columns:31]
[2024-11-21 13:54:42,318: INFO: data_validation: Data frame has columns:31]
[2024-11-21 13:54:42,318: INFO: data_validation: Required number of columns:31]
[2024-11-21 13:54:42,318: INFO: data_validation: Data frame has columns:31]
[2024-11-21 13:54:42,492: INFO: main: Data validation completed!!!]
[2024-11-21 13:54:42,492: INFO: main: Initiate the data transformation...]
[2024-11-21 13:54:42,492: INFO: data_transformation: Data Transformation started]
[2024-11-21 13:54:42,513: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-21 13:54:42,513: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-21 13:54:42,524: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 13:54:42,533: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 13:54:42,533: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 13:54:42,543: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 13:54:42,543: INFO: main: Data transformation completed!!!]
[2024-11-21 13:54:42,543: INFO: main: Model Training started]
[2024-11-21 13:57:28,184: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:57:28,187: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 13:57:28,695: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 13:57:29,046: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:57:29,050: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 13:57:29,051: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 13:59:59,841: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 13:59:59,849: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 14:00:00,228: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 14:00:00,658: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 14:00:00,660: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 14:00:00,661: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 14:00:09,248: INFO: training_pipeline: Start Data Ingestion]
[2024-11-21 14:00:30,255: INFO: data_ingestion: Performed train test split on the dataframe]
[2024-11-21 14:00:30,256: INFO: data_ingestion: Exited split_data_as_train_test method of Data_Ingestion class]
[2024-11-21 14:00:30,256: INFO: data_ingestion: Exporting train and test file path.]
[2024-11-21 14:00:30,320: INFO: data_ingestion: Exported train and test file path.]
[2024-11-21 14:00:30,321: INFO: training_pipeline: Data ingestion completed !!!]
[2024-11-21 14:00:30,341: INFO: data_validation: Train file path read successfully!!!]
[2024-11-21 14:00:30,345: INFO: data_validation: Test file path read successfully!!!]
[2024-11-21 14:00:30,345: INFO: data_validation: Required number of columns:31]
[2024-11-21 14:00:30,345: INFO: data_validation: Data frame has columns:31]
[2024-11-21 14:00:30,345: INFO: data_validation: Required number of columns:31]
[2024-11-21 14:00:30,345: INFO: data_validation: Data frame has columns:31]
[2024-11-21 14:00:30,491: INFO: data_transformation: Data Transformation started]
[2024-11-21 14:00:30,511: INFO: data_transformation: Entered get_data_trnasformer_object method of Trnasformation class]
[2024-11-21 14:00:30,511: INFO: data_transformation: Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-11-21 14:00:30,521: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 14:00:30,527: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 14:00:30,527: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 14:00:30,535: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 14:01:38,455: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 14:01:38,464: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 14:01:38,464: INFO: common: Entered the save_object method of MainUtils class]
[2024-11-21 14:01:38,471: INFO: common: Exited the save_object method of MainUtils class]
[2024-11-21 14:01:38,471: INFO: model_trainer: Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/11_21_2024_13_59_57/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9909808917197452), precision_score=np.float64(0.9918400652794778), recall_score=np.float64(0.9901232053762345)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9849246231155779), precision_score=np.float64(0.9871071716357775), recall_score=np.float64(0.9827517047733654)))]
[2024-11-21 15:40:19,348: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 15:40:19,362: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 15:40:19,980: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 15:40:20,450: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 15:40:20,453: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 15:40:20,453: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 15:40:20,662: ERROR: utils: Form data requires "python-multipart" to be installed. 
You can install "python-multipart" with: 

pip install python-multipart
]
[2024-11-21 15:41:09,333: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 15:41:09,343: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 15:41:09,769: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 15:41:10,106: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 15:41:10,109: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 15:41:10,109: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
[2024-11-21 15:46:20,393: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 15:46:20,405: INFO: helpers: Accessing as vanshbansal986]
[2024-11-21 15:46:20,897: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/vanshbansal986/Network-Security-ML "HTTP/1.1 200 OK"]
[2024-11-21 15:46:21,378: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2024-11-21 15:46:21,380: INFO: helpers: Initialized MLflow to track repo "vanshbansal986/Network-Security-ML"]
[2024-11-21 15:46:21,382: INFO: helpers: Repository vanshbansal986/Network-Security-ML initialized!]
